disk_id,ds,model,n_5,r_5,n_9,r_9,n_12,r_12,n_177,r_177,n_180,r_180,n_181,r_181,n_182,r_182,n_183,r_183,n_184,r_184,n_187,r_187,n_190,r_190,n_194,r_194,n_195,r_195,n_197,r_197,n_199,r_199,n_241,r_241,n_242,r_242,n_244,r_244,n_245,r_245,is_null,is_broken
4629,20190811,MB1,99,2,96,19748,99,20,95,311,99,6533,100,0,100,0,99,2,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,989949000000.0,99,1322360000000.0,100,0,100,65535,0,1
4629,20190810,MB1,100,0,96,19724,99,20,95,311,100,6535,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,989949000000.0,99,1322360000000.0,100,0,100,65535,0,1
4629,20190809,MB1,100,0,96,19700,99,20,95,311,100,6535,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,989949000000.0,99,1322360000000.0,100,0,100,65535,0,1
4629,20190808,MB1,100,0,96,19676,99,20,95,311,100,6535,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,989949000000.0,99,1322360000000.0,100,0,100,65535,0,1
4629,20190807,MB1,100,0,96,19652,99,20,95,311,100,6535,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,989949000000.0,99,1322360000000.0,100,0,100,65535,0,1
4629,20190806,MB1,100,0,96,19628,99,20,95,311,100,6535,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,989949000000.0,99,1322360000000.0,100,0,100,65535,0,1
42134,20190804,MB1,99,2,96,19582,99,20,95,319,99,6499,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,999022000000.0,99,1335150000000.0,100,0,100,65535,0,1
42134,20190803,MB1,99,2,96,19558,99,20,95,319,99,6499,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,999022000000.0,99,1335150000000.0,100,0,100,65535,0,1
42134,20190802,MB1,100,0,96,19534,99,20,95,319,100,6501,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,999022000000.0,99,1335150000000.0,100,0,100,65535,0,1
42134,20190801,MB1,100,0,96,19510,99,20,95,319,100,6501,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,999022000000.0,99,1335150000000.0,100,0,100,65535,0,1
42134,20190731,MB1,100,0,96,19486,99,20,95,319,100,6501,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,999022000000.0,99,1335150000000.0,100,0,100,65535,0,1
42134,20190730,MB1,100,0,96,19462,99,20,95,319,100,6501,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,999022000000.0,99,1335150000000.0,100,0,100,65535,0,1
42134,20190729,MB1,100,0,96,19438,99,20,95,319,100,6501,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,999022000000.0,99,1335150000000.0,100,0,100,65535,0,1
30006,20190705,MB1,99,2,96,18862,99,20,95,317,99,6464,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1002020000000.0,99,1336340000000.0,100,0,100,65535,0,1
30006,20190704,MB1,99,2,96,18838,99,20,95,317,99,6464,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1002020000000.0,99,1336340000000.0,100,0,100,65535,0,1
30006,20190703,MB1,100,0,96,18814,99,20,95,317,100,6466,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1002020000000.0,99,1336340000000.0,100,0,100,65535,0,1
30006,20190702,MB1,100,0,96,18790,99,20,95,317,100,6466,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1002020000000.0,99,1336340000000.0,100,0,100,65535,0,1
30006,20190701,MB1,100,0,96,18766,99,20,95,317,100,6466,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1002020000000.0,99,1336340000000.0,100,0,100,65535,0,1
30006,20190630,MB1,100,0,96,18742,99,20,95,317,100,6466,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1002020000000.0,99,1336340000000.0,100,0,100,65535,0,1
30006,20190629,MB1,100,0,96,18718,99,20,95,317,100,6466,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1002020000000.0,99,1336340000000.0,100,0,100,65535,0,1
26043,20181014,MB1,99,2,97,12548,99,29,95,298,99,6522,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,985162000000.0,99,1314470000000.0,100,0,100,65535,0,1
26043,20181013,MB1,99,2,97,12524,99,29,95,298,99,6522,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,985111000000.0,99,1314410000000.0,100,0,100,65535,0,1
26043,20181012,MB1,100,0,97,12500,99,29,95,298,100,6524,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,985056000000.0,99,1314350000000.0,100,0,100,65535,0,1
26043,20181011,MB1,100,0,97,12476,99,29,95,298,100,6524,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,984994000000.0,99,1314270000000.0,100,0,100,65535,0,1
26043,20181010,MB1,100,0,97,12452,99,29,95,298,100,6524,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,984924000000.0,99,1314200000000.0,100,0,100,65535,0,1
26043,20181009,MB1,100,0,97,12428,99,29,96,297,100,6524,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,984857000000.0,99,1314130000000.0,100,0,100,65535,0,1
26043,20181008,MB1,100,0,97,12404,99,29,96,297,100,6524,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,984795000000.0,99,1314060000000.0,100,0,100,65535,0,1
21552,20191004,MB1,99,2,95,21046,99,21,95,309,99,6540,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,968136000000.0,99,1292990000000.0,100,0,100,65535,0,1
21552,20191003,MB1,99,2,95,21022,99,21,95,309,99,6540,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,968136000000.0,99,1292990000000.0,100,0,100,65535,0,1
21552,20191002,MB1,100,0,95,20998,99,21,95,309,100,6542,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,968136000000.0,99,1292990000000.0,100,0,100,65535,0,1
21552,20191001,MB1,100,0,95,20974,99,21,95,309,100,6542,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,968136000000.0,99,1292990000000.0,100,0,100,65535,0,1
21552,20190930,MB1,100,0,95,20950,99,21,95,309,100,6542,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,968136000000.0,99,1292990000000.0,100,0,100,65535,0,1
21552,20190929,MB1,100,0,95,20926,99,21,95,309,100,6542,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,968136000000.0,99,1292990000000.0,100,0,100,65535,0,1
21552,20190928,MB1,100,0,95,20902,99,21,95,309,100,6542,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,968136000000.0,99,1292990000000.0,100,0,100,65535,0,1
21545,20180923,MB1,99,2,97,12022,99,21,96,291,99,6484,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,965926000000.0,99,1289730000000.0,100,0,100,65535,0,1
21545,20180922,MB1,99,2,97,11998,99,21,96,291,99,6484,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,965859000000.0,99,1289640000000.0,100,0,100,65535,0,1
21545,20180921,MB1,100,0,97,11974,99,21,96,291,100,6486,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,965746000000.0,99,1289520000000.0,100,0,100,65535,0,1
21545,20180920,MB1,100,0,97,11950,99,21,96,291,100,6486,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,965646000000.0,99,1289420000000.0,100,0,100,65535,0,1
21545,20180919,MB1,100,0,97,11926,99,21,96,291,100,6486,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,965587000000.0,99,1289350000000.0,100,0,100,65535,0,1
21545,20180918,MB1,100,0,97,11902,99,21,96,291,100,6486,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,965525000000.0,99,1289290000000.0,100,0,100,65535,0,1
21545,20180917,MB1,100,0,97,11878,99,21,96,291,100,6486,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,965463000000.0,99,1289220000000.0,100,0,100,65535,0,1
18949,20180824,MB1,99,2,97,11304,99,22,96,290,99,6549,100,0,100,0,99,2,100,0,99,6,71,29,71,29,199,6,100,0,100,0,99,965885000000.0,99,1291270000000.0,100,0,100,65535,0,1
18949,20180823,MB1,100,0,97,11280,99,22,96,290,100,6551,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,965820000000.0,99,1291190000000.0,100,0,100,65535,0,1
18949,20180822,MB1,100,0,97,11256,99,22,96,290,100,6551,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,965756000000.0,99,1291120000000.0,100,0,100,65535,0,1
18949,20180821,MB1,100,0,97,11232,99,22,96,290,100,6551,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,965701000000.0,99,1291060000000.0,100,0,100,65535,0,1
18949,20180820,MB1,100,0,97,11208,99,22,96,290,100,6551,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,965635000000.0,99,1290990000000.0,100,0,100,65535,0,1
18949,20180819,MB1,100,0,97,11184,99,22,96,290,100,6551,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,965583000000.0,99,1290940000000.0,100,0,100,65535,0,1
18949,20180818,MB1,100,0,97,11160,99,22,96,290,100,6551,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,965526000000.0,99,1290880000000.0,100,0,100,65535,0,1
28977,20180824,MB1,99,2,97,11306,99,20,96,297,99,6482,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,987731000000.0,99,1317370000000.0,100,0,100,65535,0,1
28977,20180823,MB1,99,2,97,11282,99,20,96,297,99,6482,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,987673000000.0,99,1317300000000.0,100,0,100,65535,0,1
28977,20180822,MB1,100,0,97,11258,99,20,96,296,100,6484,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,987614000000.0,99,1317230000000.0,100,0,100,65535,0,1
28977,20180821,MB1,100,0,97,11234,99,20,96,296,100,6484,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,987554000000.0,99,1317170000000.0,100,0,100,65535,0,1
28977,20180820,MB1,100,0,97,11210,99,20,96,296,100,6484,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,987491000000.0,99,1317100000000.0,100,0,100,65535,0,1
28977,20180819,MB1,100,0,97,11186,99,20,96,296,100,6484,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,987434000000.0,99,1317040000000.0,100,0,100,65535,0,1
28977,20180818,MB1,100,0,97,11162,99,20,96,296,100,6484,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,987385000000.0,99,1316990000000.0,100,0,100,65535,0,1
9117,20180828,MB1,99,2,97,11402,99,20,96,293,99,6497,100,0,100,0,99,2,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,973736000000.0,99,1301950000000.0,100,0,100,65535,0,1
9117,20180827,MB1,99,2,97,11378,99,20,96,293,99,6497,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,973675000000.0,99,1301890000000.0,100,0,100,65535,0,1
9117,20180826,MB1,100,0,97,11354,99,20,96,293,100,6499,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,973617000000.0,99,1301830000000.0,100,0,100,65535,0,1
9117,20180825,MB1,100,0,97,11330,99,20,96,293,100,6499,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,973558000000.0,99,1301760000000.0,100,0,100,65535,0,1
9117,20180824,MB1,100,0,97,11306,99,20,96,293,100,6499,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,973501000000.0,99,1301700000000.0,100,0,100,65535,0,1
9117,20180823,MB1,100,0,97,11282,99,20,96,292,100,6499,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,973433000000.0,99,1301620000000.0,100,0,100,65535,0,1
9117,20180822,MB1,100,0,97,11258,99,20,96,292,100,6499,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,973374000000.0,99,1301560000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
41745,20181003,MB1,99,2,97,12266,99,20,96,297,99,6479,100,0,100,0,99,2,100,0,100,0,66,34,66,34,200,0,100,0,100,0,99,979617000000.0,99,1308510000000.0,100,0,100,65535,0,1
41745,20181002,MB1,100,0,97,12242,99,20,96,297,100,6481,100,0,100,0,100,0,100,0,100,0,66,34,66,34,200,0,100,0,100,0,99,979557000000.0,99,1308430000000.0,100,0,100,65535,0,1
41745,20181001,MB1,100,0,97,12218,99,20,96,297,100,6481,100,0,100,0,100,0,100,0,100,0,66,34,66,34,200,0,100,0,100,0,99,979494000000.0,99,1308360000000.0,100,0,100,65535,0,1
41745,20180930,MB1,100,0,97,12194,99,20,96,297,100,6481,100,0,100,0,100,0,100,0,100,0,66,34,66,34,200,0,100,0,100,0,99,979433000000.0,99,1308290000000.0,100,0,100,65535,0,1
41745,20180929,MB1,100,0,97,12170,99,20,96,297,100,6481,100,0,100,0,100,0,100,0,100,0,66,34,66,34,200,0,100,0,100,0,99,979363000000.0,99,1308220000000.0,100,0,100,65535,0,1
41745,20180928,MB1,100,0,97,12146,99,20,96,297,100,6481,100,0,100,0,100,0,100,0,100,0,66,34,66,34,200,0,100,0,100,0,99,979310000000.0,99,1308170000000.0,100,0,100,65535,0,1
32145,20180801,MB1,99,2,97,10754,99,20,96,292,99,6495,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,976843000000.0,99,1306530000000.0,100,0,100,65535,0,1
32145,20180731,MB1,99,2,97,10730,99,20,96,292,99,6495,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,976788000000.0,99,1306470000000.0,100,0,100,65535,0,1
32145,20180730,MB1,100,0,97,10706,99,20,96,292,100,6497,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,976730000000.0,99,1306400000000.0,100,0,100,65535,0,1
32145,20180729,MB1,100,0,97,10682,99,20,96,292,100,6497,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,976677000000.0,99,1306340000000.0,100,0,100,65535,0,1
32145,20180728,MB1,100,0,97,10658,99,20,96,292,100,6497,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,976619000000.0,99,1306280000000.0,100,0,100,65535,0,1
32145,20180727,MB1,100,0,97,10634,99,20,96,292,100,6497,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,976562000000.0,99,1306220000000.0,100,0,100,65535,0,1
32145,20180726,MB1,100,0,97,10610,99,20,96,292,100,6497,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,976507000000.0,99,1306160000000.0,100,0,100,65535,0,1
41739,20181006,MB1,99,2,97,12337,99,21,96,297,99,6517,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,979222000000.0,99,1307220000000.0,100,0,100,65535,0,1
41739,20181005,MB1,99,2,97,12313,99,21,96,297,99,6517,100,0,100,0,99,2,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,979165000000.0,99,1307150000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
41739,20181003,MB1,100,0,97,12265,99,21,96,297,100,6519,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,979047000000.0,99,1307020000000.0,100,0,100,65535,0,1
41739,20181002,MB1,100,0,97,12241,99,21,96,297,100,6519,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,978990000000.0,99,1306950000000.0,100,0,100,65535,0,1
41739,20181001,MB1,100,0,97,12217,99,21,96,297,100,6519,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,978930000000.0,99,1306880000000.0,100,0,100,65535,0,1
41739,20180930,MB1,100,0,97,12193,99,21,96,296,100,6519,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,978869000000.0,99,1306820000000.0,100,0,100,65535,0,1
29670,20191203,MB1,99,2,95,22492,99,20,95,318,99,6507,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,991156000000.0,99,1324130000000.0,100,0,100,65535,0,1
29670,20191202,MB1,99,2,95,22469,99,20,95,318,99,6507,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,991156000000.0,99,1324130000000.0,100,0,100,65535,0,1
29670,20191201,MB1,100,0,95,22445,99,20,95,318,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,991156000000.0,99,1324130000000.0,100,0,100,65535,0,1
29670,20191130,MB1,100,0,95,22421,99,20,95,318,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,991156000000.0,99,1324130000000.0,100,0,100,65535,0,1
29670,20191129,MB1,100,0,95,22397,99,20,95,318,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,991156000000.0,99,1324130000000.0,100,0,100,65535,0,1
29670,20191128,MB1,100,0,95,22373,99,20,95,318,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,991156000000.0,99,1324130000000.0,100,0,100,65535,0,1
29670,20191127,MB1,100,0,95,22346,99,20,95,318,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,991156000000.0,99,1324130000000.0,100,0,100,65535,0,1
1500,20190607,MB1,99,2,96,18190,99,20,95,311,99,6499,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,988971000000.0,99,1319450000000.0,100,0,100,65535,0,1
1500,20190606,MB1,99,2,96,18166,99,20,95,311,99,6499,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,988971000000.0,99,1319450000000.0,100,0,100,65535,0,1
1500,20190605,MB1,100,0,96,18142,99,20,95,311,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,988971000000.0,99,1319450000000.0,100,0,100,65535,0,1
1500,20190604,MB1,100,0,96,18118,99,20,95,311,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,988971000000.0,99,1319450000000.0,100,0,100,65535,0,1
1500,20190603,MB1,100,0,96,18094,99,20,95,310,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,988971000000.0,99,1319450000000.0,100,0,100,65535,0,1
1500,20190602,MB1,100,0,96,18070,99,20,95,310,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,988971000000.0,99,1319450000000.0,100,0,100,65535,0,1
1500,20190601,MB1,100,0,96,18046,99,20,95,310,100,6501,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,988971000000.0,99,1319450000000.0,100,0,100,65535,0,1
4628,20180827,MB1,99,2,97,11372,99,20,96,296,99,6525,100,0,100,0,99,2,100,0,100,0,60,40,60,40,200,0,100,0,100,0,99,986572000000.0,99,1317560000000.0,100,0,100,65535,0,1
4628,20180826,MB1,99,2,97,11348,99,20,96,296,99,6525,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,986511000000.0,99,1317490000000.0,100,0,100,65535,0,1
4628,20180825,MB1,100,0,97,11324,99,20,96,296,100,6527,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,986451000000.0,99,1317430000000.0,100,0,100,65535,0,1
4628,20180824,MB1,100,0,97,11300,99,20,96,296,100,6527,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,986398000000.0,99,1317370000000.0,100,0,100,65535,0,1
4628,20180823,MB1,100,0,97,11276,99,20,96,296,100,6527,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,986332000000.0,99,1317290000000.0,100,0,100,65535,0,1
4628,20180822,MB1,100,0,97,11252,99,20,96,296,100,6527,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,986271000000.0,99,1317220000000.0,100,0,100,65535,0,1
4628,20180821,MB1,100,0,97,11228,99,20,96,296,100,6527,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,986214000000.0,99,1317160000000.0,100,0,100,65535,0,1
37597,20180807,MB1,99,2,97,10903,99,31,96,295,99,6486,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,982536000000.0,99,1311930000000.0,100,0,100,65535,0,1
37597,20180806,MB1,99,2,97,10879,99,31,96,295,99,6486,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,982484000000.0,99,1311880000000.0,100,0,100,65535,0,1
37597,20180805,MB1,100,0,97,10855,99,31,96,295,100,6488,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,982427000000.0,99,1311820000000.0,100,0,100,65535,0,1
37597,20180804,MB1,100,0,97,10831,99,31,96,295,100,6488,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,982381000000.0,99,1311760000000.0,100,0,100,65535,0,1
37597,20180803,MB1,100,0,97,10807,99,31,96,294,100,6488,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,982322000000.0,99,1311700000000.0,100,0,100,65535,0,1
37597,20180802,MB1,100,0,97,10783,99,31,96,294,100,6488,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,982270000000.0,99,1311630000000.0,100,0,100,65535,0,1
37597,20180801,MB1,100,0,97,10759,99,31,96,294,100,6488,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,982207000000.0,99,1311560000000.0,100,0,100,65535,0,1
38358,20190322,MB1,99,2,97,13381,99,33,98,93,99,6490,100,0,100,0,99,2,100,0,99,22,71,29,71,29,199,22,100,0,100,0,99,340950000000.0,99,692055000000.0,100,0,100,65535,0,1
38358,20190321,MB1,99,2,97,13357,99,33,98,93,99,6490,100,0,100,0,99,2,100,0,99,22,71,29,71,29,199,22,100,0,100,0,99,340776000000.0,99,691396000000.0,100,0,100,65535,0,1
38358,20190320,MB1,99,2,97,13333,99,33,98,93,99,6490,100,0,100,0,99,2,100,0,99,22,71,29,71,29,199,22,100,0,100,0,99,340607000000.0,99,690795000000.0,100,0,100,65535,0,1
38358,20190319,MB1,99,2,97,13309,99,33,98,93,99,6490,100,0,100,0,99,2,100,0,99,22,72,28,72,28,199,22,100,0,100,0,99,340409000000.0,99,690105000000.0,100,0,100,65535,0,1
38358,20190318,MB1,99,2,97,13285,99,33,98,93,99,6490,100,0,100,0,99,2,100,0,99,22,73,27,73,27,199,22,100,0,100,0,99,340208000000.0,99,689481000000.0,100,0,100,65535,0,1
38358,20190317,MB1,99,2,97,13261,99,33,98,93,99,6490,100,0,100,0,99,2,100,0,99,22,71,29,71,29,199,22,100,0,100,0,99,340016000000.0,99,688893000000.0,100,0,100,65535,0,1
38358,20190316,MB1,99,2,97,13237,99,33,98,93,99,6490,100,0,100,0,99,2,100,0,99,22,71,29,71,29,199,22,100,0,100,0,99,339862000000.0,99,688239000000.0,100,0,100,65535,0,1
2762,20191008,MB1,99,2,96,18106,99,29,96,262,99,6505,100,0,100,0,99,2,100,0,99,2,70,30,70,30,199,2,100,0,99,2,99,881430000000.0,99,2560170000000.0,100,0,100,65535,0,1
2762,20191007,MB1,99,2,96,18082,99,29,96,261,99,6505,100,0,100,0,99,2,100,0,99,2,70,30,70,30,199,2,100,0,99,2,99,880140000000.0,99,2554230000000.0,100,0,100,65535,0,1
2762,20191006,MB1,100,0,96,18058,99,29,96,261,100,6507,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,878794000000.0,99,2549020000000.0,100,0,100,65535,0,1
2762,20191005,MB1,100,0,96,18034,99,29,96,260,100,6507,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,877301000000.0,99,2543450000000.0,100,0,100,65535,0,1
2762,20191004,MB1,100,0,96,18010,99,29,96,260,100,6507,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,875884000000.0,99,2538130000000.0,100,0,100,65535,0,1
2762,20191003,MB1,100,0,96,17986,99,29,96,259,100,6507,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,874391000000.0,99,2532650000000.0,100,0,100,65535,0,1
2762,20191002,MB1,100,0,96,17962,99,29,96,259,100,6507,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,872804000000.0,99,2526920000000.0,100,0,100,65535,0,1
42760,20190918,MB1,99,2,95,20661,99,20,95,329,99,6469,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1016690000000.0,99,1356270000000.0,100,0,100,65535,0,1
42760,20190917,MB1,99,2,95,20637,99,20,95,329,99,6469,100,0,100,0,99,2,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1016690000000.0,99,1356270000000.0,100,0,100,65535,0,1
42760,20190916,MB1,100,0,95,20613,99,20,95,329,100,6471,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1016690000000.0,99,1356270000000.0,100,0,100,65535,0,1
42760,20190915,MB1,100,0,95,20589,99,20,95,329,100,6471,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1016690000000.0,99,1356270000000.0,100,0,100,65535,0,1
42760,20190914,MB1,100,0,95,20565,99,20,95,329,100,6471,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1016690000000.0,99,1356270000000.0,100,0,100,65535,0,1
42760,20190913,MB1,100,0,95,20541,99,20,95,329,100,6471,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,1016690000000.0,99,1356270000000.0,100,0,100,65535,0,1
